scholar_index,name_letters,name_arabic,birth_greg,death_greg,places_of_stay
2310,'Abdur Rahman bin al-'Awwam,( عبد الرحمن بن العوام بن خويلد الأسدي ( رضي الله عنه,0,637,"Makkah, Medina"
2311,'Ubaidullah bin al-'Awwam,( عبيد الله بن العوام بن خويلد القرشي ( رضي الله عنه,0,0,"Makkah, Medina"
2312,Bujayr bin al-'Awwam bin Khuwaylid,( بجير بن العوام القرشي الأسدي ( رضي الله عنه,0,634,"Makkah, Medina"
2313,'Abdullah bin 'Abdur Rahman b. al-'Awwam,( عبد الله بن عبد الرحمن بن العوام الأسدي ( رضي الله عنه,0,0,"Makkah, Medina"
2314,Jamila bint 'Abdul-'Uzza,( جميلة بنت عبد العزي بن قطن الخزاعية ( رضي الله عنها,0,0,"Makkah, Medina"
2315,al-Sa'ib bin Abi Hubaysh,( السائب بن أبي حبيش بن المطلب ( رضي الله عنه,0,622,"Makkah, Medina"
2316,'Abdullah bin al-Sa'ib bin Abi Hubaysh,( عبد الله بن السائب بن أبي حبيش ( رضي الله عنه,0,0,"Makkah, Medina"
2350,Umm Habiba bint Nabbata al-Asadiyya,( أم حبيبة بنت نباتة الأسدية ( رضي الله عنها,0,0,"Makkah, Medina"
2351,al-Hawla' bint Tuwayt bin Habib,( الحولاء بنت تويت بن حبيب ( رضي الله عنها,0,0,"Makkah, Medina"
2352,Fakhta bint al-Aswad,( فاختة بنت الأسود بن المطلب ( رضي الله عنها,0,0,"Makkah, Medinah"
2400,Rabi'a bin Umayyah,( ربيعة بن أمية بن خلف ( رضي الله عنه,0,0,"Makkah, Medinah"
2401,Salamah bin Umayyah,( سلمة بن أمية بن خلف الجمحي ( رضي الله عنه,0,0,"Makkah, Medinah"
2402,Ahyah bin Umayyah,( أحيحة بن أمية بن خلف ( رضي الله عنه,0,0,"Makkah, Medinah"
2403,Mas'ud bin Umayyah,( مسعود بن أمية بن خلف الجمحي ( رضي الله عنه,0,0,"Makkah, Medinah"
2404,Muslim bin Umayyah,( مسلم بن أمية بن خلف الجمحي ( رضي الله عنه,0,0,"Makkah, Medinah"
2405,Ma'bad bin Umayyah,( معبد بن أمية بن خلف الجمحي ( رضي الله عنه,0,0,"Makkah, Medinah"
2406,Usayd bin Ahyah bin Umayyah,( أسيد بن أحيحة بن أمية ( رضي الله عنه,0,0,"Makkah, Medinah"
2407,'Amir bin Mas'ud bin Umayyah,( عامر بن مسعود بن أمية ( رضي الله عنه,0,0,"Makkah, Medinah"
2408,Abu Ghaliz bin Mas'ud bin Umayyah,( نشيد بن مسعود بن أمية الجمحي أبو غليظ ( رضي الله عنه,0,0,"Makkah, Medinah"
2409,Ya'la bin Safwan bin Umayyah,( يعلى بن صفوان بن أمية الجمحي ( رضي الله عنه,0,0,"Makkah, Medinah"
2411,Hind bint Ubayy bin Khalaf,( هند بنت أبي بن خلف الجمحية ( رضي الله عنها,0,0,"Makkah, Medinah"
2412,Wahba bint Ubayy bin Khalaf,( وهبة بنت أبي بن خلف الجمحية ( رضي الله عنها,0,0,"Makkah, Medinah"
2413,Zamm'a bin Ubayy bin Khalaf,( زمعة بن أبي بن خلف الجمحي ( رضي الله عنه,0,0,"Makkah, Medinah"
2414,'Abdullah bin Ubayy bin Khalaf,( عبد الله بن أبي بن خلف القرشي الجمحي ( رضي الله عنه,0,657,"Makkah, Medinah"
2415,Kulda bin al-Hanbal,( كلدة بن الحنبل ( رضي الله عنه,0,0,"Makkah, Medina"
2416,Abu Mahdhura al-Jumhi,( أبو محذورة الجمحي ( رضي الله عنه,0,622,"Makkah, Medina"
2450,al-Taw'ama bint Umayya,( التوأمة بنت أمية بن خلف ( رضي الله عنها,0,0,"Makkah, Medinah"
2500,Abu Jahm bin Hudhayfa,( أبو جهم بن حذيفة بن غانم ( رضي الله عنه,0,622,"Makkah, Medina"
2501,Abu Hathama bin Hudhayfa,( أبو حثمة بن حذيفة بن غانم ( رضي الله عنه,0,0,"Makkah, Medina"
2502,Nabia bin Hudhayfa,( نبيه بن حذيفة بن غانم ( رضي الله عنه,0,0,"Makkah, Medina"
2503,Musa bin Hudhayfa,( موسى بن حذيفة بن غانم ( رضي الله عنه,0,0,"Makkah, Medina"
2504,Kharija bin Hudhayfa,( خارجة بن حذافة بن غانم ( رضي الله عنه,0,622,"Makkah, Medina, Egypt"
2505,Muhammad bin Abu Jahm bin Hudhayfa,( محمد بن أبي الجهم بن حذيفة ( رضي الله عنه,0,684,"Makkah, Medina"
2506,'Abdullah bin Abu Jahm bin Hudhayfa,( عبد الله بن أبي الجهم بن حذيفة ( رضي الله عنه,0,634,"Makkah, Medina"
2507,al-Shifa' bint 'Abdullah b. 'Abd Shams,( الشفاء بنت عبد الله بن عبد شمس ( رضي الله عنها,0,0,"Makkah, Medina"
2508,Sulayman bin Abu Hathama bin Hudhayfa,( سليمان بن أبي حثمة بن غانم ( رضي الله عنه,0,0,"Makkah, Medina"
2509,'Abdur Rahman bin Hasana,( عبد الرحمن بن حسنة ( رضي الله عنه,0,0,"Makkah, Medinah, Kufa"
2510,al-Muthlam bin Hudhayfa,( المثلم بن حذافة بن غانم ( رضي الله عنه,0,0,"Makkah, Medina"
2511,Nasr bin Ghanm b. 'Amir,( نصر بن غانم بن عامر ( رضي الله عنه,0,640,"Makkah, Medina"
2512,Hadhafa bin Nasr bin Ghanm,( حذافة بن نصر بن غانم ( رضي الله عنه,0,640,"Makkah, Medina"
2513,Salma bin Nasr bin Ghanm,( سلمة بن نصر بن غانم ( رضي الله عنه,0,640,"Makkah, Medina"
2514,Sakhr bin Nasr bin Ghanm,( صخر بن نصر بن غانم ( رضي الله عنه,0,640,"Makkah, Medina"
2515,Sagheer bin Nasr bin Ghanm,( صخير بن نصر بن غانم ( رضي الله عنه,0,640,"Makkah, Medina"
2516,'Aisha bint Mas'ud bin al-Aswad,( عائشة بنت مسعود بن الأسود ( رضي الله عنها,0,0,"Makkah, Medina, Egypt"
2517,Mas'ud bin al-Aswad,( مسعود بن الأسود/ سويد بن حارثة ( رضي الله عنه,0,630,"Makkah, Medina, Egypt"
2518,Muti' bin al-Aswad,( مطيع بن الأسود بن حارثة ( رضي الله عنه,0,622,"Makkah, Medina"
2519,'Abdullah bin Muti' bin al-Aswad,( عبد الله بن مطيع بن الأسود ( رضي الله عنه,0,622,"Makkah, Medina"
2520,Na'im al-Niham bin 'Abdullah,( نعيم النحام بن عبد الله بن أسيد ( رضي الله عنه,0,637,"Makkah, Medinah"
2521,Ibrahim bin Na'im al-Niham,( إبراهيم بن نعيم النحام العدوى ( رضي الله عنه,0,684,"Makkah, Medina"
2550,Zaynab bint Hanzala bin Qasama,( زينب بنت حنظلة بن قسامة ( رضي الله عنها,0,0,"Hijaz, Medina"
2551,Amma bint Na'im al-Niham,( أمة بنت نعيم النحام ( رضي الله عنها,0,0,"Makkah, Medina"
2555,Anisa bint 'Adiy bin Nadla,( أنيسة بنت عدي بن نضلة ( رضي الله عنها,0,0,"Makkah, Abyssinia, Medinah"
2600,Huwaytib bin 'Abdul 'Uzza,( حويطب بن عبد العزى القرشي ( رضي الله عنه,0,675,"Makkah, Medina"
2601,Hatib bin 'Abdul 'Uzza,( حاطب بن عبد العزى القرشي ( رضي الله عنه,0,0,"Makkah, Medina"
2602,Abu Sufyan bin Huwaytib,( أبو سفيان بن حويطب بن عبد العزي القرشي ( رضي الله عنه,0,657,"Makkah, Medina"
2603,Abdur Rahman bin Huwaytib,( عبد الرحمن بن حويطب بن عبد العزي القرشي ( رضي الله عنه,0,684,"Makkah, Medina"
2605,'Abdullah bin al-Sa'di,( عبد الله بن السعدي ( رضي الله عنه,0,622,"Makkah, Medina, Syria"
2606,Sabih client of Huwaytib,( صبيح مولى حويطب بن عبد العزى ( رضي الله عنه,0,0,"Makkah, Medina"
2607,Abbas client of Huwaytib,( عابس مولى حويطب بن عبد العزى ( رضي الله عنه,0,0,"Makkah, Medina"
2610,Musahaq bin 'Abdullah bin Makhrama,( مساحق بن عبد الله بن مخرمة ( رضي الله عنه,0,0,"Makkah, Abyssinia, Medinah"
2700,Ibrahim bin al-Harith bin Khalid,( إبراهيم بن الحارث بن خالد ( رضي الله عنه,0,0,"Makkah, Medina"
2701,Musa bin al-Harith bin Khalid,( موسى بن الحارث بن خالد ( رضي الله عنه,0,623,Abyssinia
2702,'Iyad bin al-Harith bin Khalid,( عياض بن الحارث بن خالد ( رضي الله عنه,0,0,"Makkah, Medina"
2703,Subayha bin al-Harith bin Jabala,( صبيحة بن الحارث بن جبيلة ( رضي الله عنه,0,0,"Makkah, Medina"
2704,'Uthman bin 'Ubaidullah,( عثمان بن عبيد الله بن عثمان التيمي ( رضي الله عنه,0,0,"Makkah, Medina"
2705,'Abdur Rahman bin 'Uthman,( عبد الرحمن بن عثمان بن عبيد الله ( رضي الله عنه,0,693,"Makkah, Medina"
2706,Mu'adh bin 'Abdur Rahman bin 'Uthman,( معاذ بن عبد الرحمن بن عثمان التيمي ( رضي الله عنه,0,0,"Makkah, Medina"
2710,al-Munkdar bin 'Abdullah bin al-Hudayr,( المنكدر بن عبد الله بن الهدير ( رضي الله عنه,0,0,Medina
2711,Rabi'a bin 'Abdullah bin al-Hudayr,( ربيعة بن عبد الله بن الهدير ( رضي الله عنه,0,713,Medina
2712,'Abdullah bin al-Hudayr,( عبد الله بن الهدير ( رضي الله عنه,0,0,"Makkah, Medina"
2750,Umayma bint Ruqayqa,( أميمة بنت رقيقة ( رضي الله عنها,0,0,"Makkah, Medina"
2751,Zaynab bint al-Harith bin Khalid,( زينب بنت الحارث بن خالد التميمية ( رضي الله عنها,0,623,Abyssinia
2752,'Aisha bint al-Harith bin Khalid,( عائشة بنت الحارث بن خالد التميمية ( رضي الله عنها,0,623,Abyssinia
2800,'Uthman bin Talha,( عثمان بن طلحة بن أبي طلحة ( رضي الله عنه,0,622,"Makkah, Medinah"
2801,Shayba bin 'Uthman,( شيبة بن عثمان الحجبي ( رضي الله عنه,0,622,"Makkah, Medinah"
2802,Safiyya bint Shayba bin 'Uthman,( صفية بنت شيبة بن عثمان العبدرية ( رضي الله عنها,0,0,"Makkah, Medina"
2803,'Abdur Rahman bin Shayba,( عبد الرحمن بن شيبة بن عثمان الحجبي ( رضي الله عنه,0,0,"Makkah, Medinah"
2804,Mus'ub bin Shayba,( مصعب بن شيبة بن عثمان الحجبي ( رضي الله عنه,0,0,"Makkah, Medinah"
2805,Umm 'Uthman or Umm Walad Shayba,( أم عثمان بنت سفيان/ أم ولد شيبة ( رضي الله عنها,0,0,"Makkah, Medinah"
2806,Wahb bin 'Uthman,( وهب بن عثمان بن أبي طلحة العبدري ( رضي الله عنه,0,0,"Makkah, Medinah"
2808,Barra bint Abi Tajra,( برة بنت أبي تجراة العبدرية ( رضي الله عنها,0,0,"Makkah, Medinah"
2809,Habiba bint Abi Tajra,( حبيبة بنت أبي تجراة العبدرية ( رضي الله عنها,0,0,"Makkah, Medinah"
2810,Abu Tajra,( أبو تجراة ( رضي الله عنه,0,0,"Makkah, Medinah"
2811,'Aziza bint Abi Tajra,( عزيزة بنت أبي تجراة العبدرية ( رضي الله عنها,0,0,"Makkah, Medinah"
2812,Tumadir,( تماضر العبدرية الشيبية ( رضي الله عنها,0,0,"Makkah, Medinah"
2813,Safiyya bint al-Harith bin Talha,( صفية بنت الحارث بن طلحة ( رضي الله عنها,0,0,"Makkah, Medinah"
2814,Talha bin al-Harith bin Talha,( طلحة بن الحارث بن طلحة العبدري ( رضي الله عنه,0,0,"Makkah, Medinah"
2815,'Alqama bin Talha,( علقمة بن طلحة بن أبي طلحة العبدري ( رضي الله عنه,0,637,"Makkah, Medinah"
2816,'Abdullah bin Musafi' bin Talha,( عبد الله بن مسافع بن طلحة ( رضي الله عنه,0,657,"Makkah, Medinah"
2817,Yazid bin Musafi' bin Talha,( يزيد بن مسافع بن طلحة ( رضي الله عنه,0,684,"Makkah, Medinah"
2850,Qutayla bint al-Nadr b. al-Harith,( قتيلة بنت النضر بن الحارث ( رضي الله عنها,0,0,"Makkah, Medina"
2860,Zaynab bin Asram bin al-Harith,( زينب بنت أصرم بن الحارث ( رضي الله عنها,0,0,"Makkah, Medina"
2900,Ayyadh bin Ghanm bin Zuhayr,( عياض بن غنم بن زهير ( رضي الله عنه,0,642,"Makkah, Medinah, Syria"
2901,Habib bin Muslama,( حبيب بن مسلمة الفهري ( رضي الله عنه,0,663,"Makkah, Medina, Syria"
2902,Muslama bin Malik,( مسلمة بن مالك بن وهب ( رضي الله عنه,0,0,"Makkah, Medina"
2903,Darar bin al-Khattab,( ضرار بن الخطاب الفهري ( رضي الله عنه,0,0,"Makkah, Medina, Syria"
2904,al-Mustward bin Shadad,( المستورد بن شداد الفهري ( رضي الله عنه,0,0,"Makkah, Medina, Kufa, Egypt"
2905,Shadad b. 'Amr b. Hisl,( شداد بن عمرو بن حسل الفهري ( رضي الله عنه,0,0,"Makkah, Medina, Kufa"
2940,Junayd bin 'Amr,( جنيد بن عوف بن عبد شمس ( رضي الله عنه,0,0,"Makkah, Medina"
2941,Ma'mar bin 'Abdullah bin 'Amir,( جنيد بن عوف بن عبد شمس ( رضي الله عنه,0,0,"Makkah, Medina"
3010,Huzayla bint al-Harith,( هزيلة بنت الحارث بن حزن الهلالية ( رضي الله عنها,0,0,"Makkah, Medina"
3011,'Izza bint al-Harith,( عزة بنت الحارث بن حزن الهلالية ( رضي الله عنها,0,0,"Makkah, Medina"
3012,Umama bint al-Harith,( أمامة بنت الحارث بن حزن الهلالية ( رضي الله عنها,0,0,"Makkah, Medina"
3013,al-Saib bin al-Harith,( السائب بن الحارث بن حزن الهلالي ( رضي الله عنه,0,0,"Makkah, Medina"
3014,Qatn bin al-Harith,( قطن بن الحارث بن حزن الهلالي ( رضي الله عنه,0,0,"Makkah, Medina"
3019,'Awn bin 'Umays,( عون بن عميس بن معد ( رضي الله عنه,0,684,"Makkah, Medina"
3020,Habba bin Khalid,( حبة بن خالد ( رضي الله عنه,0,0,"Hijaz, Kufa"
3021,Sawa' bin Khalid,( سواء بن خالد ( رضي الله عنه,0,0,"Hijaz, Kufa"
3030,Maknuf bin Zayd al-Khayl al-Tayyi',( مكنف بن زيد الخيل الطائي ( رضي الله عنه,0,0,Medina
3031,Hurayth bin Zayd al-Khayl al-Tayyi',( حريث بن زيد الخيل الطائي ( رضي الله عنه,0,0,Medina
3032,'Urwa bin Zayd al-Khayl al-Tayyi',( عروة بن زيد الخيل الطائي ( رضي الله عنه,0,0,Medina
3033,Hanzala bin Qasama al-Tayyi',( حنظلة بن قسامة بن قيس الطائي ( رضي الله عنه,0,0,"Hijaz, Medina"
3040,Qutila bint Qays,( قتيلة بنت قيس ( رضي الله عنها,0,0,"Yemen, Medinah"
3041,Muhmmad bin Ash'uth bin Qays,( محمد بن الأشعث بن قيس الكندي ( رضي الله عنه,0,622,"Medina, Kufa"
3042,al-Nu'man bin Ash'uth bin Qays,( النعمان بن الأشعث بن قيس الكندي ( رضي الله عنه,0,0,"Medina, Kufa"
3043,Kabsha bint Ma'di-Karib,( كبشة بنت معدي كرب ( رضي الله عنها,0,0,"Medina, Kufa"
3044,Saif ibn Qays,( سيف بن قيس بن معدي كرب ( رضي الله عنه,0,0,"Yemen, Medinah"
3045,Wa'il bin Hujr al-Kundi al-Hadrami,( وائل بن حجر ( رضي الله عنه,0,0,"Yemen, Medina, Kufa"
3046,Qutila bint Qays,( قيس بن المكشوح المرادي ( رضي الله عنه,0,0,Medina
3047,Yazid bin Sa'id bin Thamama,( يزيد بن سعيد بن ثمامة ( رضي الله عنه,0,0,"Yemen, Medina"
3048,al-Sa'ib bin Yazid bin Akht Namr,( السائب بن يزيد بن أخت النمر ( رضي الله عنه,0,711,"Yemen, Medina"
3049,al-Namr bin Tulab al-'Akli,( النمر بن تولب الشاعر ( رضي الله عنه,0,622,"Medina, Basra"
3050,Ma'qil bin Sinan al-Ashja'i,( معقل بن سنان الأشجعي ( رضي الله عنه,0,622,"Nejd, Medina, Kufa"
3051,'Auf bin Malik al-Ashja'i,( عوف بن مالك الأشجعي ( رضي الله عنه,0,693,"Hijaz, Medina, Syria, Hims"
3053,Ja'ayl bin Ziyad al-Ashja'i,( جعيل بن زياد الأشجعي ( رضي الله عنه,0,0,"Hijaz, Medina, Basra"
3059,Umm Muslim al-Ashja'iyya,( أم مسلم الأشجعية ( رضي الله عنها,0,0,"Makkah, Medina, kufa"
3060,Abu Muwaihibah,( أبو مويهبة مولى رسول الله صلى الله عليه ( رضي الله عنه,0,0,"Makkah, Medinah"
3061,Abu 'Asib,( أبو عسيب مولى رسول الله صلى الله عليه وس ( رضي الله عنه,0,0,"Makkah, Medinah, Syria"
3062,"Zayd, Clinet of Prophet",(saw) ( زيد مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medinah"
3063,"'Ubaid, Clinet of Prophet",(saw) ( عبيد مولى النبي صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medinah"
3064,"Waqid, Clinet of Prophet",(saw) ( واقد مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medina"
3065,"Mad'um, Clinet of Prophet",(saw) ( مدعم الأسود مولى رسول الله صلى الله عليه ( رضي الله عنه,0,0,"Makkah, Medinah"
3066,"Nauba, Clinet of Prophet",(saw) ( نوبة الأسود مولى رسول الله ( رضي الله عنه,0,0,"Makkah, Medinah"
3067,"Rabah, Clinet of Prophet",(saw) ( رباح مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medinah"
3068,"Kirkirah, Clinet of Prophet",(saw) ( كركرة مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medina"
3069,"Fadala, Clinet of Prophet",(saw) ( فضالة مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medina, Syria"
3070,"Nafi', Clinet of Prophet",(saw) ( نافع مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,0,0,"Makkah, Medinah"
